     1.112     -1.019      1.336     -3.060      0.604     -0.267      0.500     -0.268     -0.742      0.500 95575944
    -0.093     -0.416     -0.240     -0.239      1.047      1.816     -0.500     -0.013      0.258     -0.500 99508538
     0.476     -1.019      1.349      1.185      0.849     -0.934      0.500      0.306      0.258     -0.500 96578241
    -0.129      2.221          *      0.040     -0.723      0.483     -0.500      0.012     -1.742     -0.500 95574297
     0.110     -0.686      0.425      0.244      1.228      0.316     -0.500      0.230     -0.242     -0.500 98578649
     0.366     -1.019      1.133      0.653     -0.426      1.233      0.500      0.127      1.258     -0.500 98572983
     0.595      0.937     -1.158      0.366      0.979     -1.184      0.500     -0.370     -0.742      0.500 57135078
     0.583      1.947      0.002      0.939      1.241      1.066      0.500      0.269      1.258     -0.500 95571068
     0.130      0.219      0.443      0.162     -0.820      0.233      0.500      0.693      0.758     -0.500 96578813
    -1.802     -0.353          *     -1.598      0.997      0.233     -0.500     -0.268      0.758     -0.500 91786918
    -0.782      0.271     -0.483      0.449     -1.345     -0.184      0.500      0.230      0.258     -0.500 96508943
     0.244     -0.717     -0.019      0.653     -1.078     -1.267     -0.500      0.324      1.258     -0.500 91572277
     0.123     -0.384     -0.280      0.407     -0.744      1.900     -0.500      0.341      1.258     -0.500 95572879
    -1.553     -1.019     -0.488      0.939     -1.527      2.816      0.500     -1.505     -2.242     -0.500 95572076
     1.010     -1.019      0.196      0.006     -0.972     -1.100     -0.500      0.561      0.758     -0.500 99548073
     1.186      0.271      1.336      0.898      1.067     -1.600      0.500     -0.268     -0.742      0.500 97718948
     0.705     -1.019      1.587      0.223     -3.534      2.483      0.500      0.230     -0.242     -0.500 93572105
     0.249     -1.019      1.133      0.407     -0.577     -0.600     -0.500     -0.811     -1.242     -0.500 91715934
     0.017     -0.416      0.205      0.293     -0.072      2.483      0.500      0.488      0.258     -0.500 90508979
     0.774      0.462      0.206      1.185     -1.558     -2.100      0.500     -0.334     -0.742     -0.500 91712908
    -0.305      0.636     -1.199     -0.760      0.852     -0.850      0.500     -0.268     -0.742     -0.500 99578541
    -0.373      0.604     -0.489      0.366     -0.583     -0.850      0.500     -0.205      0.258     -0.500 95572862
     1.112     -0.416      0.902      0.653      0.201      0.900      0.500     -0.869     -0.742      0.500 97572112
     0.559     -1.019      0.192     -0.247      1.335     -1.100      0.500      0.693      0.758     -0.500 97578642
    -2.841      0.657     -2.568     -0.526      1.306      0.400      0.500     -1.399      0.258      0.500 90579175
    -0.241     -0.363     -0.939     -2.875      0.219     -1.267      0.500      0.913      0.258     -0.500 94716262
